sample_id,feature_1,feature_2,label,split
class0_2796,1.2215001594,0.8280798676,0,development_pool
class1_0679,-0.6114467899,-0.9694026851,1,development_pool
class0_1870,1.8957584801,-0.1926271257,0,test
class1_2892,1.5835215427,0.9000535522,1,development_pool
class1_0539,-2.8551616419,0.3359365131,1,test
class1_0680,-0.8747393727,2.1361626231,1,development_pool
class0_1664,0.9587283425,0.0458326250,0,test
class0_1453,1.3579212231,2.5207134694,0,development_pool
class1_2895,-2.5478074990,-1.4953144016,1,development_pool
class1_2302,1.2304396137,-0.6067822277,1,development_pool
class1_1440,-0.5351658897,-1.5397700545,1,development_pool
class0_2395,2.6149169189,2.3511539771,0,test
class1_1033,0.2662477648,0.4061551042,1,development_pool
class1_1094,-1.5185168392,-0.5390915370,1,development_pool
class0_0011,-0.7155509375,-1.0653220782,0,test
class1_0668,-0.9628624991,-0.4959246744,1,development_pool
class1_2025,-1.2700418444,-0.5980829375,1,development_pool
class1_1931,-1.4404423284,-0.7082319561,1,development_pool
class0_2626,1.8333992268,0.9990444799,0,test
class0_2586,1.1925231226,-0.7805071253,0,test
class0_1835,0.3725059771,0.8971981138,0,development_pool
class0_2143,1.0816863760,1.3965381630,0,test
class1_0940,-0.2569063961,0.3612901283,1,test
class0_1872,0.0646503745,0.3250075064,0,development_pool
class0_0679,0.7147229071,1.3217030623,0,development_pool
class1_1124,-0.2092649271,-0.8286738405,1,development_pool
class0_2541,1.3373150615,1.5478884956,0,development_pool
class1_2126,-0.7407507515,0.7997341545,1,development_pool
class1_1308,0.2689550569,-1.2461916960,1,development_pool
class0_1167,2.2165351018,1.6634278423,0,development_pool
class0_0068,0.1716683872,2.5728164425,0,test
class1_2240,-2.6077591054,-1.9984688973,1,test
class0_2126,-0.6833434166,-0.3569772336,0,development_pool
class1_2900,-0.9855733065,-3.2955443913,1,test
class0_2590,0.6063186418,0.6306375627,0,development_pool
class0_1372,0.0263853517,0.8910513696,0,development_pool
class1_2357,2.3474613976,-0.6319724614,1,development_pool
class0_2389,-0.4084254469,1.4544040164,0,development_pool
class1_0814,-1.9262968245,-1.1641037921,1,test
class0_1340,0.6136146611,0.2054824397,0,development_pool
class0_2981,-0.3599077756,2.9016049776,0,test
class1_2950,0.3190249874,1.9258041235,1,test
class0_0415,1.1168936349,0.6803547960,0,test
class1_0933,0.7235465778,-0.8528889804,1,development_pool
class1_0764,-1.1513460682,-1.7762592835,1,development_pool
class0_2449,2.9694416734,1.2342716678,0,development_pool
class1_0855,0.8692779675,-0.4903209955,1,development_pool
class0_0616,2.0899279707,-0.0321616803,0,development_pool
class1_0623,-0.6758344731,-1.6503357374,1,development_pool
class0_1197,2.4232386839,1.4162259348,0,development_pool
class0_1119,1.2253776759,-0.2524589180,0,development_pool
class0_2363,3.0325661419,-1.8790362883,0,development_pool
class0_1299,0.9119067923,1.2392260809,0,development_pool
class1_2133,-1.5348889608,-0.9140694769,1,development_pool
class1_2722,-0.3149760827,0.3471120400,1,test
class1_0250,-0.1595938206,-0.7143281133,1,development_pool
class1_2470,1.3533711230,2.3756057464,1,development_pool
class0_0773,0.7081975462,1.4344195009,0,development_pool
class1_0585,-1.5593969415,-1.4996675309,1,development_pool
class0_2290,0.3931614961,1.6814966815,0,development_pool
class1_1252,-2.0940519908,-2.5017396804,1,development_pool
class0_1426,0.3746357762,1.6656311210,0,development_pool
class0_0604,1.6794486324,0.6524869468,0,development_pool
class0_1677,0.0338979427,0.1534282726,0,development_pool
class1_0676,0.2705428774,0.4664526571,1,development_pool
class1_1694,-1.0979417687,1.6077098834,1,development_pool
class1_0054,-2.0511187841,-3.3845974874,1,development_pool
class1_0503,-1.7729620155,-0.5693446132,1,development_pool
class1_2987,1.0455042502,-0.2127032851,1,test
class0_0749,-2.3917104695,-0.5197175546,0,test
class1_1827,-1.8591294569,0.4931998380,1,test
class0_0382,-1.8543017647,-2.0031171214,0,test
class1_2567,-1.7445218891,0.0566447384,1,development_pool
class1_2772,-1.4690218102,-0.0535058051,1,test
class0_2041,0.4396795116,-0.6419667732,0,development_pool
class0_1488,-0.4465111275,-0.2826780585,0,development_pool
class1_0605,-0.1892506899,1.5995932015,1,development_pool
class1_1002,-0.8900995724,0.2171580587,1,development_pool
class1_2067,0.5235331810,0.0996311098,1,development_pool
class1_1353,-2.6688195199,-1.6407781225,1,test
class0_2713,0.1604304887,1.1765342193,0,development_pool
class1_2962,-0.1532529726,-1.1008838819,1,development_pool
class1_1270,-1.3155300310,-0.3145502411,1,development_pool
class0_2140,0.2826971173,0.8465579940,0,development_pool
class0_1987,0.1031183527,0.2374298511,0,development_pool
class1_2637,-0.4252561250,0.7884836383,1,development_pool
class0_0186,0.0909997894,0.8624954247,0,development_pool
class1_2812,0.4102225310,-1.0943383447,1,development_pool
class1_2750,0.0648934435,-0.6075081377,1,development_pool
class1_0651,0.5259732358,-0.2717663779,1,development_pool
class1_2805,1.2957561088,0.1357020563,1,development_pool
class0_2629,1.4635045712,0.3191193276,0,development_pool
class1_1343,-1.5802558091,-1.0734053680,1,development_pool
class0_0484,-0.2533203809,2.5366845407,0,development_pool
class1_0622,0.8082153771,-0.1881999718,1,development_pool
class1_1639,-0.4051994960,0.2108178729,1,test
class1_1224,-2.8427448800,0.5803613590,1,development_pool
class1_1277,-1.0057945349,-0.9940823538,1,test
class0_2836,-1.9048924127,-1.8336196248,0,development_pool
class1_0154,-0.3948754229,0.9327453703,1,development_pool
class0_1476,-1.2462840015,-0.0419297093,0,test
class0_0902,2.3445717947,-0.0004644587,0,development_pool
class1_2114,0.0614795021,0.1958891822,1,development_pool
class0_2396,1.0617189620,0.4422302585,0,test
class0_2407,0.4971253860,-0.7483461426,0,development_pool
class1_0717,-0.2215970104,-1.6536052341,1,development_pool
class1_1117,1.8881846349,0.9912261383,1,test
class0_1659,1.3120277115,-0.2097504516,0,development_pool
class0_0946,-0.0232254109,-0.0132760733,0,development_pool
class0_2835,1.1082478980,3.1746948093,0,development_pool
class0_1460,-0.5968130028,1.4107429292,0,test
class0_0083,-0.7336775747,-0.0942001124,0,development_pool
class0_1270,1.6392394897,1.7243430485,0,development_pool
class0_0180,0.8346126254,-0.4469280417,0,development_pool
class0_2225,-1.1154212499,1.2032725430,0,development_pool
class0_1331,2.3085850862,0.9219488491,0,development_pool
class1_0474,0.5484932232,1.9398505989,1,development_pool
class0_0272,-1.1192506269,1.1140178772,0,development_pool
class1_0376,-0.7547528225,-1.9419345730,1,development_pool
class0_0233,0.7777260604,0.4354014288,0,development_pool
class1_2804,0.0881896632,0.4379789815,1,test
class0_1691,-2.4761475066,-0.6317575551,0,development_pool
class1_2120,0.2778595466,1.5790960323,1,development_pool
class0_0635,0.2403113154,2.1552586281,0,development_pool
class0_1392,2.4486206866,0.8342924248,0,development_pool
class1_2066,-0.0049642149,-1.6104385031,1,test
class1_0128,1.5747113560,-1.8417159957,1,development_pool
class1_2665,0.6109668930,-0.0991807977,1,development_pool
class0_1590,-0.8246664396,-0.0258588399,0,development_pool
class1_1108,-0.2051686299,0.1664406400,1,development_pool
class1_1784,0.0354884965,0.8361507555,1,test
class0_0569,0.3224701384,-1.5793317111,0,development_pool
class1_1061,-0.6675330847,-2.4959402252,1,development_pool
class0_1069,-0.7964952161,1.6032364838,0,development_pool
class1_0085,-0.6859491869,-0.0067631533,1,development_pool
class0_1126,-0.5495318555,1.7915392959,0,test
class0_2314,1.7007064093,0.5651958735,0,development_pool
class1_0124,-1.5073581885,-0.5123093940,1,test
class0_2036,0.5032274963,-0.5885331015,0,development_pool
class0_2631,-0.0848386225,-1.2916903208,0,development_pool
class0_1895,-0.6812860268,1.3377436268,0,test
class1_1215,1.6009871749,0.7752608020,1,development_pool
class1_1586,0.5077752993,0.5768222436,1,development_pool
class1_2139,-0.9155709668,-0.3089824944,1,development_pool
class0_2045,-0.2810280167,-0.8811265918,0,development_pool
class1_0421,0.5412687707,-0.3341191507,1,development_pool
class0_2496,1.9624019531,3.0208464963,0,test
class0_1070,2.8122603700,0.5387800043,0,test
class0_1059,1.4870886353,-0.0533507920,0,test
class0_2483,1.3046211334,0.9394588430,0,development_pool
class0_2652,-0.7426674019,0.1149188280,0,development_pool
class0_1602,-0.7014878729,1.2797225259,0,test
class0_0855,1.3806945734,-0.1290397335,0,development_pool
class0_0512,-1.1362906895,2.1825002793,0,development_pool
class0_1722,-0.8642930596,1.5967971947,0,development_pool
class1_1628,-0.3395922851,-1.0760667799,1,test
class1_2744,2.6135707850,0.9074029082,1,development_pool
class0_2112,-0.4075970465,1.4181469619,0,development_pool
class0_1434,1.9823724300,0.6087322519,0,test
class0_1351,-0.7120285867,0.9781110204,0,development_pool
class1_1925,-0.2454260892,0.8167882266,1,development_pool
class0_1163,-0.0126962094,1.0233139086,0,development_pool
class1_1542,-0.5997853388,-0.1314287155,1,development_pool
class1_1570,-0.5371957654,0.6964888884,1,development_pool
class1_1665,-1.1837055634,-0.2437136823,1,development_pool
class1_0441,-0.6431005228,-0.7116884550,1,development_pool
class0_1355,-0.3776339643,2.0443955965,0,development_pool
class0_0798,3.5238085767,1.9595404953,0,test
class0_0956,-2.8719657050,0.5847496177,0,test
class1_1560,-1.4879754554,0.6457827972,1,development_pool
class1_2317,0.9987947061,-1.3692887473,1,development_pool
class0_2074,0.2050049660,0.0581038986,0,test
class0_1533,1.6876476574,2.1858577181,0,development_pool
class1_2204,-0.0336266051,-1.1955567471,1,development_pool
class1_1606,1.5926893776,0.1608189253,1,development_pool
class0_2433,1.8769158722,-0.7329599160,0,test
class1_2715,-0.8589470707,0.0142923996,1,development_pool
class1_2927,-2.0077589965,-1.3301841632,1,development_pool
class1_1717,0.2607038969,-0.7259408944,1,test
class1_1256,-0.9557500734,-0.0500560899,1,development_pool
class1_2530,-0.5889683245,0.6741264434,1,test
class0_1711,1.1360021712,1.0163718424,0,development_pool
class1_2282,-0.4178823861,-0.6533890620,1,development_pool
class0_1516,3.3705116280,2.3507575725,0,development_pool
class1_1148,-2.1329974584,-0.5412333043,1,test
class1_1175,-2.0485832911,-0.0592568514,1,development_pool
class0_1155,-0.6946515177,0.6804983549,0,test
class1_1091,2.3449908618,2.8053491912,1,development_pool
class1_1348,-1.1687753196,0.2343563537,1,test
class1_2753,-2.3638366712,-2.1707089726,1,development_pool
class1_1774,-1.7146904363,-0.5589550980,1,development_pool
class1_0553,-0.8004734983,-1.4009870529,1,development_pool
class0_1306,0.7631594995,-0.9993355625,0,development_pool
class0_0955,1.5219334676,1.7433799578,0,test
class1_2618,-0.5511241831,-0.2700059123,1,test
class1_1486,-1.2750430744,1.0169602155,1,development_pool
class0_1853,0.3948957257,0.8714472220,0,development_pool
class0_1666,0.8304372689,-1.5641970198,0,development_pool
class0_2114,-1.5980188387,-0.9478137061,0,development_pool
class0_0671,0.3453067090,0.3500255831,0,development_pool
class0_1827,0.7175991097,-0.5614980755,0,test
class0_1181,2.5243214553,0.4287736593,0,development_pool
class1_2074,0.7256138727,0.4930058516,1,test
class0_1680,0.8242323593,-0.6935452357,0,development_pool
class1_2441,0.8716418426,-0.2573950748,1,development_pool
class1_1232,-0.0791112153,-1.7906207802,1,development_pool
class1_1170,-0.5084911400,-0.7738002666,1,development_pool
class1_1456,0.9699269569,-0.3009204304,1,development_pool
class1_0829,-0.2875696329,-3.5963365308,1,development_pool
class0_1829,2.1093685530,-1.1229887363,0,development_pool
class1_2203,-0.9095489116,0.7094451069,1,development_pool
class0_0592,0.8453129102,-1.5876961630,0,development_pool
class0_1228,-1.2990673214,1.0049645151,0,development_pool
class0_0142,-0.0458199014,-1.9634354264,0,development_pool
class0_2606,1.2337420685,-0.4370826859,0,development_pool
class0_1406,1.1030748612,0.1184728870,0,development_pool
class1_2662,-1.8775882292,0.6068560022,1,development_pool
class0_2939,1.7398309961,2.3297298477,0,development_pool
class1_0157,0.2051453421,1.1468075458,1,development_pool
class0_2318,3.4017477592,-1.1129982068,0,development_pool
class1_0865,-0.9824901323,-0.7245600888,1,development_pool
class0_2297,1.6643132377,-1.6998707166,0,development_pool
class0_2247,1.4143496049,0.7038296850,0,test
class1_0390,-1.1546630658,-1.4089622425,1,development_pool
class0_0282,-0.0738847146,-0.5789581988,0,test
class0_0648,0.4989694502,0.3457702583,0,development_pool
class0_1560,-1.7771637714,0.7873819007,0,development_pool
class0_0322,1.9105995042,-0.4180595455,0,development_pool
class1_1262,0.7565512795,-0.8174220744,1,development_pool
class0_0149,-0.5914685621,-0.1154021914,0,development_pool
class0_2347,-0.8106217220,0.0056450314,0,test
class0_0300,0.6292378901,1.2137493005,0,development_pool
class1_0256,-2.6550566539,-1.2882242970,1,development_pool
class0_1605,-0.7037107318,-0.0046754730,0,development_pool
class0_1886,-0.0649977921,-0.8358312204,0,development_pool
class1_0801,0.0166061826,-0.7720785493,1,development_pool
class1_0478,1.8057389071,-0.9119875007,1,test
class1_1373,-1.9085651240,-2.9834023065,1,development_pool
class0_2585,2.1005995339,0.3530125386,0,development_pool
class0_1942,2.9388134173,1.5595389381,0,development_pool
class1_0538,-2.1660854825,-0.2225934658,1,development_pool
class1_0391,-1.6470599987,-1.6334450019,1,development_pool
class0_0822,0.2251487711,0.9259601443,0,development_pool
class0_2735,0.7132768930,0.9065420147,0,development_pool
class1_0781,1.8282342607,0.0798291081,1,development_pool
class1_2625,-1.4742394697,-1.8735046437,1,development_pool
class0_1583,2.9520853420,0.2381638245,0,development_pool
class1_0607,1.0399363110,0.4094543337,1,development_pool
class1_2309,-0.6510885140,-1.0578689763,1,development_pool
class0_0532,0.7577616652,-1.9373913318,0,development_pool
class1_2504,0.5134749547,-0.6281277113,1,development_pool
class0_1118,1.0829711277,2.2150660330,0,development_pool
class0_2776,1.1078773766,1.7378135233,0,test
class0_0006,1.3003893411,0.5788839093,0,development_pool
class0_2859,0.2753793308,-0.1301348687,0,development_pool
class0_1014,-2.1677986042,-0.2484311675,0,test
class1_2115,0.6400939432,-0.6291082056,1,development_pool
class0_2251,2.4572258339,0.3619283820,0,development_pool
class0_2170,2.7033347422,2.2116974736,0,development_pool
class0_2092,1.7559948506,0.8498598102,0,development_pool
class1_2644,1.0547704830,-1.0611114704,1,test
class1_0187,-2.5486446318,-0.5743086028,1,development_pool
class0_0281,-1.3825031129,1.8326939790,0,development_pool
class1_0626,-0.2481207288,-1.3899217053,1,development_pool
class1_1194,-2.3333414089,-1.7596127338,1,development_pool
class1_0810,0.4404194175,1.0507632129,1,development_pool
class1_1433,-1.9324101693,0.0380081337,1,development_pool
class1_0804,0.8453901098,-0.1422011776,1,development_pool
class0_0915,0.5789280593,0.6081297696,0,development_pool
class1_2381,-1.7219552019,-1.0504535666,1,development_pool
class0_2659,2.1033790549,1.7617226994,0,development_pool
class1_2691,-0.9331947187,-0.9753546713,1,development_pool
class1_0608,-0.9499944888,-0.0765780685,1,test
class0_0170,0.5449179871,-0.3284003349,0,development_pool
class1_0548,0.1887423891,-2.4697248878,1,development_pool
class0_2964,-0.2669755754,-0.0087934933,0,development_pool
class1_2257,0.6840324439,-1.5035456788,1,development_pool
class0_0314,1.5362556940,1.3413874353,0,development_pool
class0_2184,0.9735549234,1.0237596526,0,test
class1_1600,2.2147467138,1.5048706494,1,development_pool
class0_2798,0.7827406491,-1.9171500834,0,development_pool
class0_0995,0.7739971109,1.4431286399,0,development_pool
class0_0797,-0.6143419119,0.7860279223,0,development_pool
class0_2921,1.0868943335,-0.7668052387,0,development_pool
class0_2905,-1.8856473458,-2.2429868632,0,test
class0_2034,0.0901429729,0.5506318211,0,development_pool
class0_0302,-1.3750531824,0.7250919578,0,test
class1_2482,-0.0162166174,0.4356194591,1,development_pool
class0_2527,0.3860323227,-0.0342870340,0,development_pool
class1_1857,0.9752101213,0.4623894278,1,development_pool
class0_1747,0.4439186610,-0.3853904241,0,development_pool
class1_1390,-1.4650186533,-1.7306984950,1,test
class1_2993,-1.6679397764,-0.5515302797,1,development_pool
class1_0016,1.3791483683,0.7210024748,1,development_pool
class1_2923,-0.4834419686,-0.6520695334,1,test
class0_1361,-0.9621268066,-1.7456262318,0,development_pool
class0_1391,0.1736662384,-0.8329457226,0,development_pool
class1_1010,-3.2695886378,-1.7547137046,1,development_pool
class0_2766,-0.1454501351,-1.3060619834,0,development_pool
class1_1557,-1.2570669170,-1.7582541175,1,development_pool
class0_2611,-1.2036048781,-1.1827676628,0,development_pool
class1_0579,-1.0074700143,-2.2081645080,1,development_pool
class1_1105,0.2566061984,0.7882251446,1,test
class0_0966,1.2817116004,2.0511947283,0,development_pool
class1_0453,-0.3743858038,0.0711062825,1,test
class0_0069,1.4925270943,0.9935915388,0,test
class0_0939,1.1953819840,0.8712568510,0,test
class0_1579,1.5891785464,1.7586734221,0,development_pool
class1_2158,-0.5888739470,0.8292622369,1,development_pool
class0_2309,1.6107058189,-2.7851402580,0,development_pool
class0_1096,1.6581164731,2.3741112886,0,development_pool
class1_0055,-0.4438622178,-1.5697259356,1,test
class1_2387,-2.3782584406,-0.2888719216,1,development_pool
class0_2362,0.7102799040,0.2400000735,0,test
class0_0654,0.4803285511,0.4662014623,0,development_pool
class0_0062,0.2550616306,-1.9166766974,0,test
class0_1130,2.8164696185,3.1246787622,0,test
class1_0186,-0.1088338222,-0.3998643548,1,development_pool
class0_1670,-1.3684382985,1.4144719219,0,development_pool
class1_2685,-0.2476446155,1.6946329635,1,development_pool
class0_0811,1.5066275848,-0.7215430781,0,development_pool
class1_2643,0.6768214385,-0.4532175784,1,development_pool
class1_0624,-0.4000231768,-0.3767422861,1,development_pool
class1_1208,-0.1800750592,0.2771553799,1,test
class0_2468,0.5152622867,1.3570797374,0,development_pool
class1_1322,-1.7278788851,-1.4414970896,1,development_pool
class0_2867,-0.3228336393,-0.6178716019,0,development_pool
class1_0338,-1.9898334349,-0.7862082703,1,development_pool
class0_1313,0.7782607065,-0.5557309478,0,development_pool
class0_0527,-0.1705952172,0.2332388443,0,development_pool
class1_1253,1.0387240680,0.5652403242,1,development_pool
class0_0806,1.9876788708,-0.4340059168,0,development_pool
class0_3000,0.9625587875,-0.8504322870,0,development_pool
class0_2005,0.4726443892,1.4537900892,0,development_pool
class1_1379,-0.2559984971,0.1995914383,1,test
class1_0042,-1.7623858324,-1.5548584016,1,development_pool
class0_2073,3.9787201327,-0.0967894707,0,development_pool
class0_1360,0.9662585678,1.1576578354,0,development_pool
class0_2265,0.9771702056,0.1235928659,0,development_pool
class1_0290,0.6481946700,-2.1296273411,1,development_pool
class0_1332,0.6680067696,-0.8011676411,0,development_pool
class1_2289,0.0481750812,-0.6944368535,1,development_pool
class0_2770,0.9314130626,2.4069608025,0,development_pool
class0_2653,-0.0941043802,1.5822968066,0,development_pool
class0_0227,1.0447090845,1.8255745887,0,test
class0_2793,-0.0468164005,-1.1683777382,0,development_pool
class1_0874,-2.0734448941,-1.6189858736,1,test
class1_1966,0.8246715792,-0.4860074457,1,development_pool
class1_0129,-0.7764510917,-2.8604409525,1,development_pool
class1_1625,-0.4636546688,-3.0594527394,1,development_pool
class0_2035,0.8117911093,2.4446188449,0,development_pool
class1_2542,-0.6791724884,-1.3453123142,1,development_pool
class1_0490,-0.4684832456,-3.4918934776,1,development_pool
class0_1482,1.8202383476,0.1834262857,0,development_pool
